UID,Bundesland,Stadt,Stadtbibliothek,Verbundlink,VB,,Kinderbibliothek,Jugendbibliothek,Schule & Lernen,Sachmedien & Ratgeber,Belletristik & Unterhaltung,Englische Bücher,Musik,Video,Medien2019,Medien2016/17,Stand,Stadt y Lat,Stadt x Long,Anschr,Tel,Web
822,Nordrhein-Westfalen,Düren,Düren (Stadtbücherei Düren),http://www.onleihe.de/region-aachen,region-aachen,,2793,2779,1426,12830,7531,,,,27359,8971,15.10.2019,"50,8029513","6,481105",undef,undef,undef
823,Nordrhein-Westfalen,Erkelenz,Erkelenz (Stadtbücherei Erkelenz),http://www.onleihe.de/region-aachen,region-aachen,,2793,2779,1426,12830,7531,,,,27359,8971,15.10.2019,"51,0784539","6,315907",undef,undef,undef
824,Nordrhein-Westfalen,Eschweiler,Eschweiler (Stadtbücherei Eschweiler),http://www.onleihe.de/region-aachen,region-aachen,,2793,2779,1426,12830,7531,,,,27359,8971,15.10.2019,"50,8107322","6,263075",undef,undef,undef
825,Nordrhein-Westfalen,Geilenkirchen,Geilenkirchen (Stadtbücherei Geilenkirchen),http://www.onleihe.de/region-aachen,region-aachen,,2793,2779,1426,12830,7531,,,,27359,8971,15.10.2019,"50,967168","6,1174584",undef,undef,undef
826,Nordrhein-Westfalen,Herzogenrath,Herzogenrath (Stadtbücherei Herzogenrath),http://www.onleihe.de/region-aachen,region-aachen,,2793,2779,1426,12830,7531,,,,27359,8971,15.10.2019,"50,8649918","6,091241",undef,undef,undef
827,Nordrhein-Westfalen,Jülich,Jülich (Stadtbücherei Jülich),http://www.onleihe.de/region-aachen,region-aachen,,2793,2779,1426,12830,7531,,,,27359,8971,15.10.2019,"50,9224226","6,3639119",undef,undef,undef
828,Nordrhein-Westfalen,Simmerath,Simmerath (Gemeindebücherei Simmerath),http://www.onleihe.de/region-aachen,region-aachen,,2793,2779,1426,12830,7531,,,,27359,8971,15.10.2019,"50,6061308","6,2992299",undef,undef,undef
829,Nordrhein-Westfalen,Stolberg,Stolberg (Stadtbücherei Stolberg),http://www.onleihe.de/region-aachen,region-aachen,,2793,2779,1426,12830,7531,,,,27359,8971,15.10.2019,"50,776383","6,225513","Frankentalstraße 3, 52222 Stolberg (Rheinland) ",02402 863206 ,undef
830,Nordrhein-Westfalen,Aachen,Aachen (Bücherinsel am St. Josefsplatz),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,7753455","6,0838868",undef,undef,undef
831,Nordrhein-Westfalen,Aachen,Aachen (Bücherinsel Eilendorf),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,7753455","6,0838868",undef,undef,undef
832,Nordrhein-Westfalen,Aachen,Aachen (Bücherinsel Laurensberg),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,7753455","6,0838868",undef,undef,undef
833,Nordrhein-Westfalen,Aachen,Aachen (Bücherinsel St. Donatus),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,7753455","6,0838868",undef,undef,undef
834,Nordrhein-Westfalen,Aachen,Aachen (Bücherinsel St. Jakob),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,7753455","6,0838868",undef,undef,undef
835,Nordrhein-Westfalen,Aachen,Aachen (Bücherinsel St. Katharina),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,7753455","6,0838868",undef,undef,undef
836,Nordrhein-Westfalen,Aachen,Aachen (Schulbücherei Pius-Gymnasium),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,7753455","6,0838868",undef,undef,undef
837,Nordrhein-Westfalen,Alsdorf,Alsdorf (KÖB St. Barbara),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,8715885","6,1648392",undef,undef,undef
838,Nordrhein-Westfalen,Baesweiler,Baesweiler (KÖB St. Marien),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,9063365","6,1825328",undef,undef,undef
839,Nordrhein-Westfalen,Düren,Düren (Katholische öffentliche Bücherei St. Arnold),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,8029513","6,481105",undef,undef,undef
840,Nordrhein-Westfalen,Düren,Düren (KÖB St. Johannes Evangelist),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,8029513","6,481105",undef,undef,undef
841,Nordrhein-Westfalen,Geilenkirchen-Lindern,Geilenkirchen-Lindern (KÖB St. Johann Baptist),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,9969572","6,2106428",undef,undef,undef
842,Nordrhein-Westfalen,Grefrath,Grefrath (Liebfrauenschule Mülhausen),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,3387192","6,3410765",undef,undef,undef
843,Nordrhein-Westfalen,Heinsberg,Heinsberg (KÖB St. Severin Karken),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,0600381","6,1183729",undef,undef,undef
844,Nordrhein-Westfalen,Herzogenrath,Herzogenrath (KÖB St. Katharina),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,8649918","6,091241",undef,undef,undef
845,Nordrhein-Westfalen,Herzogenrath,Herzogenrath (KÖB St. Mariä Heimsuchung),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,8649918","6,091241",undef,undef,undef
846,Nordrhein-Westfalen,Jüchen,Jüchen (KÖB St. Martinus Bedburdyck),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,1007491","6,5038109",undef,undef,undef
847,Nordrhein-Westfalen,Jüchen,Jüchen (KÖB St. Pankratius Garzweiler),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,1007491","6,5038109",undef,undef,undef
848,Nordrhein-Westfalen,Jülich-Barmen,Jülich-Barmen (KÖB Heilig Geist Jülich),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,9449031","6,303109",undef,undef,undef
849,Nordrhein-Westfalen,Korschenbroich,Korschenbroich (Ev. öffentl. Bücherei),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,1894661","6,5144048",undef,undef,undef
850,Nordrhein-Westfalen,Korschenbroich,Korschenbroich (Katholische öffentliche Bücherei Glehn),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,1894661","6,5144048",undef,undef,undef
851,Nordrhein-Westfalen,Korschenbroich,Korschenbroich (KÖB St. Andreas),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,1894661","6,5144048",undef,undef,undef
852,Nordrhein-Westfalen,Korschenbroich,Korschenbroich (KÖB St. Dionysus),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,1894661","6,5144048",undef,undef,undef
853,Nordrhein-Westfalen,Korschenbroich,Korschenbroich (KÖB St. Georg Liedberg),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,1894661","6,5144048",undef,undef,undef
854,Nordrhein-Westfalen,Korschenbroich,Korschenbroich (KÖB St. Marien),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,1894661","6,5144048",undef,undef,undef
855,Nordrhein-Westfalen,Krefeld,Krefeld (KÖB St. Bonifatius Krefeld-Stahldorf),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,3387609","6,5853417",undef,undef,undef
856,Nordrhein-Westfalen,Krefeld,Krefeld (KÖB St. Clemens Krefeld-Fischeln),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,3387609","6,5853417",undef,undef,undef
857,Nordrhein-Westfalen,Krefeld,Krefeld (KÖB St. Cyriakus Krefeld-Hüls),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,3387609","6,5853417",undef,undef,undef
858,Nordrhein-Westfalen,Kreuzau-Untermaubach,Kreuzau-Untermaubach (Bücherburg St. Brigida),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,7309585","6,4548105",undef,undef,undef
859,Nordrhein-Westfalen,Linnich,Linnich (KÖB St. Martinus),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,977773","6,268931",undef,undef,undef
860,Nordrhein-Westfalen,Mönchengladbach,Mönchengladbach (LeseCafé der Citykirche),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,1804572","6,4428041",undef,undef,undef
861,Nordrhein-Westfalen,Nettetal,Nettetal (Bücherei St. Sebastian),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,3262794","6,2721001",undef,undef,undef
862,Nordrhein-Westfalen,Roetgen,Roetgen (KÖB St. Antonius Rott),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"50,6460743","6,2002932",undef,undef,undef
863,Nordrhein-Westfalen,Willich,Willich (Ev. Öffentl. Bücherei der Emmaus-Kirchengemeinde Willich),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,2654601","6,5442659",undef,undef,undef
864,Nordrhein-Westfalen,Willich,Willich (KÖB Willich),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,2654601","6,5442659",undef,undef,undef
865,Nordrhein-Westfalen,Willich-Anrath,Willich-Anrath (KÖB St. Johann Baptist),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,2765012","6,4617379",undef,undef,undef
866,Nordrhein-Westfalen,Willich-Neersen,Willich-Neersen (KÖB Neersen),http://www.leihbook.de/,leihbook,,721,985,34,1295,4239,,,,7274,3501,15.10.2019,"51,2534468","6,4745204",undef,undef,undef
867,Nordrhein-Westfalen,Alfter, (Öffentliche Bücherei St. Matthäus),http://www.onleihe.de/rhein-sieg,rhein-sieg,,1950,1881,160,9810,13589,,,,27390,18882,15.10.2019,"50,7380266","7,0107023",undef,undef,undef
868,Nordrhein-Westfalen,Bornheim, (Stadtbücherei Bornheim),http://www.onleihe.de/rhein-sieg,rhein-sieg,,1950,1881,160,9810,13589,,,,27390,18882,15.10.2019,"50,759586","6,9821412",undef,undef,undef
869,Nordrhein-Westfalen,Eitorf, (Gemeindebibliothek Eitorf),http://www.onleihe.de/rhein-sieg,rhein-sieg,,1950,1881,160,9810,13589,,,,27390,18882,15.10.2019,"50,7693433","7,451174",undef,undef,undef
870,Nordrhein-Westfalen,Hennef/Sieg, (Stadtbibliothek Hennef),http://www.onleihe.de/rhein-sieg,rhein-sieg,,1950,1881,160,9810,13589,,,,27390,18882,15.10.2019,"50,760274","7,3465066",undef,undef,undef
871,Nordrhein-Westfalen,Lohmar, (Stadtbibliothek Lohmar),http://www.onleihe.de/rhein-sieg,rhein-sieg,,1950,1881,160,9810,13589,,,,27390,18882,15.10.2019,"50,8378015","7,2126649",undef,undef,undef
872,Nordrhein-Westfalen,Neunkirchen-Seelscheid, (Gemeindebücherei Neunkirchen-Seelscheid),http://www.onleihe.de/rhein-sieg,rhein-sieg,,1950,1881,160,9810,13589,,,,27390,18882,15.10.2019,"50,8552827","7,3318586",undef,undef,undef
873,Nordrhein-Westfalen,Rheinbach, (Öffentliche Bücherei St. Martin),http://www.onleihe.de/rhein-sieg,rhein-sieg,,1950,1881,160,9810,13589,,,,27390,18882,15.10.2019,"50,625307","6,9477005",undef,undef,undef
874,Nordrhein-Westfalen,Sankt Augustin/Rheinbach, (Hochschul- und Kreisbibliothek Bonn-Rhein-Sieg),http://www.onleihe.de/rhein-sieg,rhein-sieg,,1950,1881,160,9810,13589,,,,27390,18882,15.10.2019,"50,625307","6,9477005",undef,undef,undef
875,Nordrhein-Westfalen,Sankt Augustin, (Stadtbücherei Sankt Augustin),http://www.onleihe.de/rhein-sieg,rhein-sieg,,1950,1881,160,9810,13589,,,,27390,18882,15.10.2019,"50,7694775","7,1875786",undef,undef,undef
876,Nordrhein-Westfalen,Siegburg, (Stadtbibliothek Siegburg),http://www.onleihe.de/rhein-sieg,rhein-sieg,,1950,1881,160,9810,13589,,,,27390,18882,15.10.2019,"50,7998473","7,2074514",undef,undef,undef
877,Nordrhein-Westfalen,Troisdorf, (Stadtbibliothek Troisdorf),http://www.onleihe.de/rhein-sieg,rhein-sieg,,1950,1881,160,9810,13589,,,,27390,18882,15.10.2019,"50,8177471","7,1430246",undef,undef,undef
878,Nordrhein-Westfalen,Ahaus, (Stadtbücherei Ahaus),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"52,0825322","7,0150057",undef,undef,undef
879,Nordrhein-Westfalen,Bocholt, (Stadtbibliothek Bocholt),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"51,8384277","6,6150917",undef,undef,undef
880,Nordrhein-Westfalen,Coesfeld, (Stadtbücherei Coesfeld),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"51,9382944","7,1675831",undef,undef,undef
881,Nordrhein-Westfalen,Dülmen, (Stadtbücherei Dülmen),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"51,8316451","7,2834926",undef,undef,undef
882,Nordrhein-Westfalen,Emsdetten, (Stadtbibliothek Emsdetten),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"52,1681893","7,531058",undef,undef,undef
883,Nordrhein-Westfalen,Greven, (Stadtbibliothek Greven),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"52,0965179","7,61711",undef,undef,undef
884,Nordrhein-Westfalen,Gronau, (Stadtbücherei Gronau),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"52,1841199","7,0289361",undef,undef,undef
885,Nordrhein-Westfalen,Ibbenbüren, (Stadtbücherei Ibbenbüren),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"52,2767721","7,7189947",undef,undef,undef
886,Nordrhein-Westfalen,Münster, (Stadtbücherei Münster),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"51,9606711","7,6261451",undef,undef,undef
887,Nordrhein-Westfalen,Münster, (Stadtteilbücherei Münster-Hiltrup),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"51,9606649","7,6261347",undef,undef,undef
888,Nordrhein-Westfalen,Rheine, (Stadtbibliothek Rheine),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"52,2815691","7,4434092",undef,undef,undef
889,Nordrhein-Westfalen,Selm, (Bibliothek im FoKuS),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"51,6957181","7,467609",undef,undef,undef
890,Nordrhein-Westfalen,Steinfurt, (Stadtbücherei Steinfurt),http://www.muensterload.de/,muensterload,,2352,2447,676,9181,13118,,,,27774,18133,15.10.2019,"52,1445658","7,3334636",undef,undef,undef
891,Nordrhein-Westfalen,Ahlen, (Stadtbücherei Ahlen),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,7600911","7,8973212",undef,undef,undef
892,Nordrhein-Westfalen,Ahlen, (Stadtbücherei Ahlen),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,7600942","7,8973228",undef,undef,undef
893,Nordrhein-Westfalen,Beckum, (Öffentliche Bücherei Beckum),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,7561792","8,0425504",undef,undef,undef
894,Nordrhein-Westfalen,Borken, (Remigius-Bücherei),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,8482714","6,8594477",undef,undef,undef
895,Nordrhein-Westfalen,Gescher, (Stadtbücherei St. Pankratius),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,9529389","7,0031738",undef,undef,undef
896,Nordrhein-Westfalen,Kalkar, (ÖKÖB St. Nikolai),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,737317","6,2908256",undef,undef,undef
897,Nordrhein-Westfalen,Lüdinghausen, (Stadtbücherei St. Felizitas),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,768214","7,4465617",undef,undef,undef
898,Nordrhein-Westfalen,Neuenkirchen, (KÖB St. Anna),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"52,2430521","7,3712851",undef,undef,undef
899,Nordrhein-Westfalen,Ochtrup, (Bücherei St. Lamberti),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"52,2056952","7,1876491",undef,undef,undef
900,Nordrhein-Westfalen,Oelde, (Stadtbücherei Oelde),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,8297412","8,1463962",undef,undef,undef
901,Nordrhein-Westfalen,Raesfeld, (Öffentliche Bücherei Raesfeld),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,7702593","6,8392979",undef,undef,undef
902,Nordrhein-Westfalen,Rhede, (Öffentliche Bücherei St. Gudula),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,8374545","6,6989532",undef,undef,undef
903,Nordrhein-Westfalen,Stadtlohn, (Öffentliche Bücherei St. Otger),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,9920909","6,9137972",undef,undef,undef
904,Nordrhein-Westfalen,Vreden, (KÖB St. Georg),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"52,0353944","6,8245487",undef,undef,undef
905,Nordrhein-Westfalen,Warendorf, (Stadtbücherei Warendorf),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,9538685","7,9908987",undef,undef,undef
906,Nordrhein-Westfalen,Telgte, (Stadtbücherei Telgte),http://www.onleihe.de/bibload,bibload,,2067,1739,1034,4471,9878,,,,19189,19101,15.10.2019,"51,9826122","7,7837602",undef,undef,undef
907,Nordrhein-Westfalen,Altena, (Stadtbücherei Altena),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,3015239","7,6714387",undef,undef,undef
908,Nordrhein-Westfalen,Arnsberg, (Stadtbücherei Arnsberg),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,4073375","8,052771",undef,undef,undef
909,Nordrhein-Westfalen,Bad Berleburg, (Stadtbücherei Bad Berleburg),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,0515666","8,3926278",undef,undef,undef
910,Nordrhein-Westfalen,Bergkamen, (Stadtbibliothek Bergkamen),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,6158082","7,6429742",undef,undef,undef
911,Nordrhein-Westfalen,Bönen, (Gemeindebücherei Bönen),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,5986987","7,758582",undef,undef,undef
912,Nordrhein-Westfalen,Brilon, (Stadtbibliothek Brilon),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,3982179","8,5749432",undef,undef,undef
913,Nordrhein-Westfalen,Burbach, (Gemeindebücherei Burbach),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"50,7455764","8,0803107",undef,undef,undef
914,Nordrhein-Westfalen,Freudenberg, (Stadtbücherei Freudenberg),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"50,9041091","7,8780782",undef,undef,undef
915,Nordrhein-Westfalen,Hagen, (Stadtbücherei Hagen),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,3670777","7,4632841",undef,undef,undef
916,Nordrhein-Westfalen,Halver, (Stadtbücherei Halver),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,1886251","7,499215",undef,undef,undef
917,Nordrhein-Westfalen,Hamm, (Stadtbüchereien Hamm),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,6738583","7,8159816",undef,undef,undef
918,Nordrhein-Westfalen,Hemer, (Stadtbücherei Hemer),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,3829741","7,7742862",undef,undef,undef
919,Nordrhein-Westfalen,Hilchenbach, (Stadtbücherei Hilchenbach),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"50,9967407","8,1111636",undef,undef,undef
920,Nordrhein-Westfalen,Iserlohn, (Stadtbücherei Iserlohn),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,3765096","7,6960842",undef,undef,undef
921,Nordrhein-Westfalen,Kamen, (Stadtbücherei Kamen),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,5882752","7,6590458",undef,undef,undef
922,Nordrhein-Westfalen,Kierspe, (Stadtbibliothek Kierspe),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,130264","7,5988644",undef,undef,undef
923,Nordrhein-Westfalen,Kreuztal, (Stadtbibliothek Kreuztal),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"50,9693854","7,9923572",undef,undef,undef
924,Nordrhein-Westfalen,Lippstadt, (Stadtbücherei Lippstadt),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,6712278","8,3406481",undef,undef,undef
925,Nordrhein-Westfalen,Lüdenscheid, (Stadtbücherei Lüdenscheid),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,2191038","7,63126",undef,undef,undef
926,Nordrhein-Westfalen,Lünen, (Stadtbücherei Lünen),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,6104829","7,5285074",undef,undef,undef
927,Nordrhein-Westfalen,Meinerzhagen, (Stadtbücherei Meinerzhagen),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,1052543","7,6509384",undef,undef,undef
928,Nordrhein-Westfalen,Menden, (Dorte-Hilleke-Bücherei Menden),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,4377453","7,7953337",undef,undef,undef
929,Nordrhein-Westfalen,Meschede, (Stadtbücherei Meschede),http://www.onleihe.de/hellwegsauerland,hellwegsauerland,,1553,1563,455,5489,9709,,,,18769,19237,15.10.2019,"51,3511245","8,2851304",undef,undef,undef
